0,Name
5.643603616244266,Josh Hazlewood
5.214367835717968,James Neesham
3.7223866833851775,Sandeep Warrier
3.0470569738468933,Jayant Yadav
2.728973380812649,Avesh Khan
1.8424056542319454,Harbhajan Singh
1.829699492813254,Navdeep Saini
1.7752100197115646,Piyush Chawla
1.7686866135709327,Ravichandran Ashwin
1.6357087209043049,Deepak Hooda
1.582066075970549,Ravindra Jadeja
1.5654918729147804,Ishant Sharma
1.5644106836432716,Amit Mishra
1.4861858135305301,Shahbaz Nadeem
1.433843489352508,Krishnappa Gowtham
1.4296472750142868,Kamlesh Nagarkoti
1.3186480606522148,Umesh Yadav
1.3044164893181969,Sunil Narine
1.2437502820573048,Prasidh Krishna
1.2057379750942996,Dwayne Bravo
1.194582351223701,Axar Patel
1.1546191139947983,Bhuvneshwar Kumar
1.1023106903237208,Glenn Maxwell
0.9634654490163476,Ben Cutting
0.9419942610698693,Krunal Pandya
0.8207786230783781,KC Cariappa
0.7905523121993466,Adam Milne
0.6509843407358427,Mohammed Shami
0.6484044890363634,Lockie Ferguson
0.6058753505734017,Jasprit Bumrah
0.5883345262474264,Sandeep Sharma
0.5859014682880851,Basil Thampi
0.5832041014280132,Dhawal Kulkarni
0.5508304853483619,Kieron Pollard
0.5497359763013259,Yuzvendra Chahal
0.5473397386830368,Jaydev Unadkat
0.543293479237716,Vijay Shankar
0.5123777615790207,Washington Sundar
0.5048400402650605,Kartik Tyagi
0.3717480156170413,Shakib Al Hasan
0.3562583872271418,Ben Stokes
0.35258749268545564,Moises Henriques
0.3124507764354581,T Natarajan
0.17007151114379881,Kuldeep Yadav
0.1693903201337772,Murugan Ashwin
0.14351811450844823,Mohammad Nabi
0.1293490410254181,Daniel Christian
0.1103745213967452,Karn Sharma
0.1082448406556569,Deepak Chahar
0.10522755872196715,Pat Cummins
0.10265158424061638,Mujeeb Ur Rahman
0.1025970639098831,Ravi Bishnoi
0.09102575756163658,Moeen Ali
0.05133543559276477,Abhishek Sharma
0.025799771974842955,Chris Morris
-0.0017540884227462972,Hardik Pandya
-0.010872320127051527,Shivam Mavi
-0.04323885980609704,Rahul Tewatia
-0.05185334276983733,Rashid Khan
-0.07169714461307154,Andre Russell
-0.09400625235073752,Harshal Patel
-0.09400625235073752,Harshal Patel
-0.10572411970914726,Siddarth Kaul
-0.16225444047842358,Mustafizur Rahman
-0.17458922717342754,Shardul Thakur
-0.1943658291459679,Jagadeesha Suchith
-0.2541326048267295,Pawan Negi
-0.3241647146951223,Rahul Chahar
-0.3294432847360587,Trent Boult
-0.39760055628481417,Imran Tahir
-0.44052302518227304,Marcus Stoinis
-0.49552550244180693,Shreyas Gopal
-0.5173673090354668,Mohammed Siraj
-0.573609651042537,Sam Curran
-0.5848177691604084,Jason Holder
-0.5907059403250435,Tom Curran
-0.7292722345739121,Jofra Archer
-0.7757540074318026,Chris Jordan
-0.81444583052821,Nathan Coulter-Nile
-0.8789598806300816,Mitchell Santner
-0.9026331135204986,Mayank Markande
-1.1096569896871622,Kane Richardson
-1.1283028961998405,Arshdeep Singh
-1.1370382288994478,Varun Chakravarthy
-1.1459723843999938,Andrew Tye
-1.2466359454142242,Kagiso Rabada
-1.4226591774778354,Chris Woakes
-1.4393886912246898,Shahbaz Ahmed
-1.4475927257991272,Mitchell Marsh
-1.5871899283011728,Khaleel Ahmed
-1.7418138935252723,Shivam Dube
-1.8729491141733168,Adam Zampa
-2.091696300295179,Lungi Ngidi
-2.192782937024856,KM Asif
-2.662043088442621,Anukul Roy
-4.257404219740973,Kedar Jadhav
-4.257404219740973,Kyle Jamieson
-4.8593828652657916,Praveen Dubey
-4.8593828652657916,Mahipal Lomror
-4.892826123350504,Daniel Sams
-4.918911864656581,Harpreet Brar
